INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('BG-BAE0009', '001', 'Front fascia and header panel', 'installed', '8.53', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('OA-BAEW0034', '003', 'Sunroof', 'installed', '32.27', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('OA-EAEESS0061', '003', 'Voltage regulator', 'installed', '19.36', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('OA-EAEGAM0065', '003', 'Fuel gauge', 'installed', '19.18', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('OA-EAEIS0079', '003', 'Ignition Coil', 'installed', '70.08', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('OA-EAEGAM0074', '002', 'Water temperature meter', 'installed', '27.73', '3');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('OA-BAE0014', '001', 'Rocker panel', 'received', '48.43', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('OA-EAEGAM0067', '001', 'Odometer', 'installed', '70.12', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('OA-PACBS0168', '001', 'Brake backing plate', 'installed', '32.12', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('OA-BAEW0038', '001', 'Windshield', 'installed', '63.81', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('OA-EAEAD0046', '001', 'Tuner', 'installed', '35.69', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('OA-BAE0017', '003', 'Front spoiler', 'installed', '51.16', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('OA-EAEGAM0065', '002', 'Fuel gauge', 'installed', '0.43', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('OA-EAEM0138', '002', 'Engine computer and management system', 'installed', '37.12', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('OA-EAEM0147', '002', 'Speed controller', 'installed', '26.01', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('OA-10141', '001', 'Fuse Box: The Alternative Tribute', 'installed', '57.01', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('OA-EAES0122', '001', 'Power window switch', 'installed', '39.77', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('OA-BAE0016', '004', 'Spoiler', 'ordered', '95.74', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('OA-BAE0020', '004', 'Trunk', 'installed', '67.94', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('OA-EAEESS0061', '004', 'Voltage regulator', 'installed', '14.38', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('OA-EAEM0133', '004', 'Alarm and siren', 'ordered', '78.78', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('OA-EAEM0149', '004', 'Transmission computer', 'ordered', '3.85', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('OA-BAE0008', '001', 'Front clip', 'installed', '59.04', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('OA-EAEGAM0074', '001', 'Water temperature meter', 'installed', '21.10', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('OA-EAEESS0053', '002', 'Battery', 'installed', '33.39', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('OA-EAES0112', '002', 'IMA sensor', 'installed', '43.18', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('OA-EAESS0119', '002', 'Spark Plug', 'installed', '56.71', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('OA-PACBS0173', '002', 'Brake line', 'installed', '18.62', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-10141', '001', 'Fuse Box: The Alternative Tribute', 'installed', '41.21', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-EAES0110', '001', 'TDC sensor', 'installed', '21.91', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-EAES0112', '001', 'IMA sensor', 'installed', '30.29', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-EAES0125', '001', 'Switch panel', 'installed', '42.56', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-BAE0022', '002', 'Welded assembly', 'installed', '78.44', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-PACBS0175', '004', 'Brake pedal', 'ordered', '4.28', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-BAED0031', '001', 'Lock', 'installed', '63.95', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-EAEESS0055', '001', 'Battery box', 'installed', '21.20', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-EAESS0117', '002', 'Starter Motor', 'received', '6.96', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-ICS0159', '002', 'Seat Belt', 'received', '44.01', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-PACBS0192', '002', 'Air brake nylon hose', 'ordered', '37.17', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-BAE0005', '003', 'Decklid', 'ordered', '6.07', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-EAES0109', '003', 'ABS brack sensor', 'ordered', '54.69', '3');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-EAES0095', '005', 'Camshaft position sensor', 'installed', '56.51', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-BAE0015', '002', 'Roof Rack', 'installed', '15.19', '3');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-BAEW0039', '002', 'Windshield washer motor', 'installed', '21.86', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-EAES0096', '002', 'Crankshaft position sensor', 'installed', '30.36', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-EAES0122', '002', 'Power window switch', 'installed', '27.66', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-BAEW0040', '004', 'Window seal', 'received', '57.15', '3');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-EAEESS0057', '004', 'Battery cable', 'installed', '21.18', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-EAEM0140', '004', 'Fuse', 'ordered', '8.46', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-PACBS0183', '004', 'Shoe web', 'received', '87.73', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-EAES0122', '002', 'Power window switch', 'installed', '140.78', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-EAEIS0081', '001', 'Ignition controller', 'received', '75.84', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-EAES0127', '001', 'Frame Switch', 'installed', '2.95', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-EAES0107', '002', 'Temperature sensor', 'installed', '25.89', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-EAEESS0055', '001', 'Battery box', 'installed', '16.86', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-EAES0110', '001', 'TDC sensor', 'installed', '41.93', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-PACBS0189', '001', 'Hold-down springs', 'installed', '55.25', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-EAEESS0054', '001', 'Performance battery', 'ordered', '58.20', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-EAEAD0042', '002', 'Antenna cable', 'installed', '96.49', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-EAEGAM0067', '002', 'Odometer', 'installed', '103.57', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-EAELASS0084', '002', 'Fog Light', 'installed', '13.52', '3');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-EAES0103', '002', 'Power-steering pressure sensor', 'installed', '107.64', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-EAEIS0080', '002', 'Ignition coil parts', 'installed', '58.42', '4');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-EAELASS0085', '002', 'Halogen', 'installed', '39.12', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-EAES0100', '002', 'Light sensor', 'installed', '37.21', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-BAED0027', '001', 'Door seal', 'received', '54.13', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-EAEM0137', '001', 'Door contact', 'received', '43.55', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-EAECS0050', '001', 'Alternator bracket', 'installed', '75.68', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-EAES0126', '001', 'Thermostat', 'installed', '52.64', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-EAEAD0042', '002', 'Antenna cable', 'ordered', '20.60', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-EAEESS0059', '002', 'Battery plate', 'received', '21.20', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-PACBS0174', '002', 'Brake pad', 'ordered', '5.10', '4');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-EAES0101', '005', 'Manifold absolute pressure sensor', 'installed', '37.10', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-PACBS0191', '001', 'Brake booster hose', 'installed', '41.02', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-BAE0011', '002', 'Pillar and hard trim', 'installed', '10.07', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-BAED0029', '002', 'Hinge', 'installed', '56.21', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-BAEW0040', '002', 'Window seal', 'installed', '36.14', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-EAEM0148', '001', 'Speedometer calibrator', 'installed', '3.87', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-IFCAP0151', '001', 'Carpet and other floor material', 'ordered', '0.64', '4');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-PACBS0180', '001', 'Brake servo', 'received', '1.31', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-EAEESS0059', '002', 'Battery plate', 'installed', '126.42', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('PP-EAEESS0061', '002', 'Voltage regulator', 'installed', '66.51', '1');
